transaction_id,originator_name,originator_country,originator_SIC,originator_NACE,beneficiary_name,beneficiary_country,beneficiary_SIC,beneficiary_NACE,amount,currency,pattern,date
7d6843b0-ca40-427b-a714-813f1fb5bc55,"Stevens, Roach and Jones",Sweden,6419,K64,Turner Group,Niger,0111,A01,37822.71,USD,normal,2025-02-06
05121fb6-1d34-4baf-95fc-0d38913c4bd1,Jackson-Smith,Latvia,8622,Q86,Jefferson-Warren,Jersey,3020,C30,40216.53,USD,normal,2025-07-03
10506017-e22a-4513-a4b7-dd6bff5287dc,Barrera Inc,Peru,4920,H49,Mayer-Arnold,Poland,4920,H49,29583.01,USD,normal,2025-03-09
701103b5-a29e-49ab-8c2f-4f4c53b1d335,"Johnson, Long and Johnson",China,8622,Q86,Mullins Inc,Palau,8622,Q86,9401.03,USD,normal,2025-04-05
0da4294c-27aa-4aa5-b5f7-5bfdc59cb132,"Smith, Jones and Bird",Aruba,3511,D35,Irwin-Murphy,Niger,6419,K64,43363.57,USD,normal,2025-06-11
6cf9819f-9b78-4c59-82a1-4a0a59875924,Hull-King,Slovenia,3020,C30,Hull-King,Greenland,3020,C30,16750.33,USD,same-owner,2025-02-04
8b41bf07-06f5-4ee5-99dd-36e52ade6e46,"Hayes, Beck and Wilson",Luxembourg,4711,G47,Valdez-Schroeder,Saint Helena,3020,C30,9510.63,USD,layering,2025-03-06
555c53a4-8fdd-4cdc-92bb-9258b140c64f,Allen Group,Rwanda,3020,C30,Decker-Williams,Cocos (Keeling) Islands,3020,C30,26995.97,USD,normal,2025-04-07
6a2c266d-78d7-43df-83c4-930f4eee0735,"Chavez, Rubio and Brock",Malta,6201,J62,"Smith, Taylor and Huff",Dominican Republic,8622,Q86,10807.48,USD,normal,2025-01-10
6e389087-4ed8-47ca-9dbe-3baed7ab0037,"Padilla, James and Hayes",Samoa,3511,D35,Diaz Group,Philippines,6419,K64,23140.79,USD,normal,2025-04-08
b75eddc6-4f3f-4574-8188-53dd92f65ffe,Gilmore PLC,Belize,8622,Q86,Davis LLC,Andorra,4920,H49,3369.04,USD,normal,2025-03-23
c50e752d-7e94-49c9-bf5a-4b44a7458bf2,"Zamora, Butler and Parker",Falkland Islands (Malvinas),4711,G47,Morris-Murphy,Cyprus,6201,J62,47603.15,USD,normal,2025-05-15
53864b2b-08c8-46d9-86bc-aeaeef4c9d58,Andrade and Sons,Anguilla,6419,K64,"Zamora, Butler and Parker",Falkland Islands (Malvinas),4711,G47,45423.93,USD,normal,2025-08-05
35062087-29ac-4d65-a2f3-daf5bbbfaa30,Simmons-Scott,Reunion,8622,Q86,"Hale, Boone and Castro",Wallis and Futuna,3511,D35,46867.71,USD,normal,2025-02-22
ede06b05-9016-483d-85f5-880d5c693925,Green-Brooks,Kazakhstan,0111,A01,Taylor Inc,Micronesia,3020,C30,24838.98,USD,normal,2025-03-24
977ca207-2006-41fe-9d03-0085a26644d6,Lambert Inc,Guernsey,6201,J62,Wilson and Sons,Brazil,4920,H49,13721.21,USD,normal,2025-06-04
3e957401-1ba3-4e7f-9b12-356211f5f4ba,"Willis, Snyder and Vega",Yemen,0111,A01,"Suarez, Hogan and Moore",Belarus,3020,C30,40465.53,USD,normal,2025-01-24
5c123ceb-5382-4818-a72b-d06cba928c32,Smith Group,Lesotho,6419,K64,"King, Horn and Colon",Grenada,8622,Q86,36429.31,USD,normal,2025-03-17
d9cf3e14-31b1-4be6-9455-c159ceb9a787,Rhodes-Woods,Tokelau,0111,A01,"Ortiz, Williams and Smith",Tokelau,3020,C30,48313.75,USD,normal,2025-03-09
c2ea9d76-b1e5-430a-8612-817d675f7459,"Roach, Williams and Robinson",Estonia,3511,D35,"Austin, Dickerson and Green",Syria,8622,Q86,8171.18,USD,high-risk-country,2025-02-14
5894d918-1c12-4ca3-9bcf-2a652a950981,Ferguson-Harvey,Sri Lanka,6419,K64,"White, Estes and Bullock",North Korea,0111,A01,2697.76,USD,high-risk-country,2025-06-05
7e9e5fe2-fc0d-412a-b481-b1350ecba5de,Soto Group,Antigua and Barbuda,6201,J62,Ford PLC,Iran,6419,K64,2532.72,USD,high-risk-country,2025-05-28
726a5c0a-c5f7-460b-90d2-f9e69f573584,Valdez-Stephens,Uganda,6419,K64,Payne-Hunter,Haiti,6201,J62,3823.11,USD,normal,2025-06-24
5f9f39be-d59e-4646-a4b1-dd311f370a87,Diaz Group,Philippines,6419,K64,"Maxwell, Acosta and Martinez",Antigua and Barbuda,4711,G47,48209.27,USD,normal,2025-04-16
ca5570a1-18de-48b9-bcc4-b7cbaa981434,"Hale, Boone and Castro",Wallis and Futuna,3511,D35,Wang-Hill,Zimbabwe,0111,A01,25413.54,USD,normal,2025-06-15
290f770a-8ff0-4214-836a-948d9c82bb9e,Mayer-Arnold,Poland,4920,H49,Young PLC,Georgia,6419,K64,19231.68,USD,normal,2025-07-03
28402728-291f-45d2-8bd7-0957c30ae954,Flores-Walker,Kenya,4920,H49,"Smith, Jones and Bird",Aruba,3511,D35,30676.99,USD,normal,2025-05-07
56f70d75-acf0-4f58-aee2-1769619fa031,Ward-Chapman,Equatorial Guinea,6419,K64,"Campos, Martinez and Mitchell",Cape Verde,4920,H49,49529.09,USD,normal,2025-02-04
c47f868c-2365-42d6-8a3e-6cafe52055cc,"Hernandez, Willis and Wilson",Congo,3511,D35,Bowman Group,Jordan,3511,D35,9017.06,USD,layering,2025-02-25
1e815fec-a996-4e70-8e20-1cda4d3b2f1c,"Turner, Wells and Campbell",Malaysia,3511,D35,Wyatt-Wilson,Equatorial Guinea,6419,K64,26829.48,USD,normal,2025-06-21
d60f2f7c-3659-4da8-b2f6-dc433242b70e,"Romero, Bartlett and Moyer",Australia,3020,C30,"Schmidt, Booth and Stephens",Comoros,4920,H49,13399.33,USD,normal,2025-07-24
9703e1a4-07e5-4e12-beec-440821b11a29,Johnson-King,Saint Pierre and Miquelon,0111,A01,Johnson-King,Latvia,4711,G47,20295.63,USD,same-owner,2025-06-03
e5cfb63d-22fc-40ea-b4d2-1c7a606be975,"Johnson, Long and Johnson",China,8622,Q86,"Hinton, Brown and Gray",Canada,4920,H49,1726.83,USD,normal,2025-02-12
e69f56cd-4350-4306-a4fe-3b2344dad235,Carrillo Ltd,Equatorial Guinea,8622,Q86,Carrillo Ltd,Switzerland,8622,Q86,7627.89,USD,same-owner,2025-05-29
b26b7800-7557-48b9-8c55-210bc27b07d1,Murphy-Green,Israel,3511,D35,Green-Bullock,Slovenia,3511,D35,9521.66,USD,layering,2025-05-30
26c8c348-9d46-4453-9a88-c14f8c1aad13,"Nelson, Vaughan and Cortez",Slovakia (Slovak Republic),3511,D35,Wilson-Lewis,Colombia,4711,G47,8299.58,USD,normal,2025-07-21
bdde5b1c-ca25-48e5-bf75-d19530605054,Davis-Anderson,Georgia,6419,K64,Hill-Moore,China,4920,H49,16741.65,USD,normal,2025-05-01
6385fdd5-e5c1-4933-a3ee-c387730dff37,"White, Estes and Bullock",Solomon Islands,0111,A01,Yang-Becker,Northern Mariana Islands,6419,K64,16151.52,USD,normal,2025-02-16
f8a3d5cc-8c15-4394-b5d3-629057d1c9cb,Tucker-Chapman,Belarus,0111,A01,Bradley-Baird,French Guiana,4711,G47,9389.14,USD,layering,2025-01-22
ef9346be-8887-4f01-9a14-89b5226c12f0,Mcintyre-Williams,Australia,8622,Q86,Graham-Hayes,North Korea,6201,J62,34715.62,USD,high-risk-country,2025-06-23
94b0d5a2-4eac-4c13-8cba-34a6574b6937,Perez LLC,Slovakia (Slovak Republic),4920,H49,Paul-King,Uganda,4711,G47,11069.57,USD,normal,2025-06-26
d0d5a684-e19e-42e6-8da0-f97197673068,"Johnson, Long and Johnson",China,8622,Q86,Miller PLC,Korea,6419,K64,30059.74,USD,normal,2025-02-01
58afd4ff-6027-4ba7-95c7-d0ae74fe6981,Savage Inc,Saint Martin,0111,A01,Nguyen-James,Netherlands,0111,A01,23625.12,USD,normal,2025-04-27
493a5f86-22ef-432b-927d-81cba3e5b359,Harris and Sons,Hong Kong,8622,Q86,"Thomas, King and Roberts",Iran,3020,C30,1718.95,USD,high-risk-country,2025-03-21
23f9f0c8-3682-4cba-9bf4-0d07a444f040,Lowe PLC,Pitcairn Islands,3020,C30,Mcintyre-Williams,Australia,8622,Q86,9985.51,USD,layering,2025-06-14
985c588d-9da6-48e5-a2cd-58330101d894,"Smith, Jones and Bird",Aruba,3511,D35,Jones Ltd,Albania,6419,K64,9656.57,USD,layering,2025-08-06
30f82bb0-acf3-4187-ba86-8094f9f2f255,Shea LLC,Macedonia,0111,A01,Williams-Alexander,Nicaragua,4920,H49,11723.51,USD,normal,2025-07-17
c457ce59-d2ad-4962-b18a-64d3f556dc31,Mcdonald Group,Western Sahara,4711,G47,Ramsey Ltd,Mali,6201,J62,43391.02,USD,normal,2025-05-02
2c7bd793-11a7-4580-94b3-a5241dd0373e,Carrillo Ltd,Equatorial Guinea,8622,Q86,Gonzalez PLC,Iran,4920,H49,16584.74,USD,high-risk-country,2025-07-17
8bc70dc9-99ae-4020-ab82-ace036e1ec0f,"Griffith, Mitchell and Miller",Northern Mariana Islands,3511,D35,Hoffman-Brown,Andorra,6419,K64,5999.1,USD,normal,2025-05-26
e74d3b9b-4384-4bf7-b79b-4abcbcd11819,Green-Lambert,New Caledonia,6419,K64,Harrison-Caldwell,Israel,4920,H49,48957.84,USD,normal,2025-06-30
5b11fb87-d142-4206-800f-50b8b43cf5ac,Stein-Ward,Mongolia,4920,H49,Butler-Anderson,Guinea-Bissau,4920,H49,42033.6,USD,normal,2025-01-09
00b263c5-200b-4974-ba7f-60d3d35ae593,Lopez-Huffman,Ethiopia,3511,D35,"Daniels, Holmes and Petersen",Italy,3020,C30,32569.55,USD,normal,2025-03-26
1ade1ab9-24f3-4e02-9d42-e870cba2645b,Mueller-Hensley,Japan,4711,G47,"Johnson, Church and Ingram",North Korea,4711,G47,21509.93,USD,high-risk-country,2025-03-18
726b903d-e535-41c2-921a-bb3550b54b9b,Barrera Inc,Peru,4920,H49,Alvarado-Sullivan,San Marino,3511,D35,9698.52,USD,layering,2025-02-10
671cfb98-77db-4969-a3f4-7010b58a2152,Robinson Inc,Tokelau,0111,A01,"Adkins, Smith and Mills",Czech Republic,4711,G47,27262.59,USD,normal,2025-07-06
e085abcd-8eea-4ba6-8541-1653dc9f4fee,"Love, Moore and Wells",Ethiopia,4920,H49,Jones Ltd,Albania,6419,K64,14951.75,USD,normal,2025-01-23
9bc020a4-1cd7-42e8-b5e9-4ee0b6a54d85,"Carter, Molina and Wagner",Finland,0111,A01,"Carter, Molina and Wagner",Northern Mariana Islands,3511,D35,14168.08,USD,same-owner,2025-07-19
755f550a-c7bc-4f1e-863a-56f5932654c4,"Benjamin, Moore and Palmer",Chad,8622,Q86,Harrison-Caldwell,Israel,4920,H49,28789.74,USD,normal,2025-01-13
b1da5646-e8e6-4ce3-8175-3f7a639195d6,Allen-Walsh,Nauru,6201,J62,"Delgado, Wagner and Perry",Senegal,6419,K64,31156.92,USD,normal,2025-02-02
1c6052b8-e34e-45dd-aa80-ed2cbdc3adda,"Martin, Turner and Pena",Peru,3511,D35,"Maxwell, Acosta and Martinez",Antigua and Barbuda,4711,G47,47430.99,USD,normal,2025-06-26
424f5a8c-25aa-4029-9855-33eaad1d077e,Warner and Sons,Andorra,6201,J62,Warner and Sons,Antarctica (the territory South of 60 deg S),3020,C30,37908.52,USD,same-owner,2025-07-20
e721285e-4a85-4fd9-967f-8d2d9234eeb7,Fox-Hill,Congo,6419,K64,Mckenzie Inc,Iceland,4711,G47,48602.53,USD,normal,2025-03-18
1354d63c-1bac-43d6-92be-3bb20117d0b0,Hunter PLC,Panama,3020,C30,Hunter PLC,Samoa,3511,D35,786.16,USD,same-owner,2025-01-29
39b40f78-da3d-4085-8e8b-b354301ccf50,Mason-Martinez,Uganda,6419,K64,Williams-Cox,India,8622,Q86,16477.18,USD,normal,2025-02-09
0eda49ea-7d1c-411f-943a-0561ed50eb3c,Smith Group,Lesotho,6419,K64,Ruiz and Sons,Estonia,3020,C30,33773.03,USD,normal,2025-02-18
b0a3f85e-b7e5-4434-b60e-7b15a7460770,Simmons-Scott,Reunion,8622,Q86,"Campbell, Lyons and Jordan",Niue,4920,H49,47616.62,USD,normal,2025-07-04
699ed7df-754c-4892-aa57-bc45127f6688,Green-Bullock,Slovenia,3511,D35,"Harris, Jensen and Reid",Madagascar,4920,H49,9413.22,USD,layering,2025-05-22
1c486fa6-3136-40b9-9c4c-5eb91479d6d9,Taylor-Rivera,Mongolia,6419,K64,"Arellano, Moody and Johnson",Jersey,4711,G47,27288.23,USD,normal,2025-03-11
6b9abf11-7d54-472b-8c02-7da54f5c936a,Paul-King,Uganda,4711,G47,"Rice, Vega and Garcia",France,8622,Q86,9140.29,USD,normal,2025-04-22
74c41791-fbea-41de-881f-b513aa13abcc,Henry-Jones,Cote d'Ivoire,0111,A01,"Larsen, Francis and Hernandez",Romania,4920,H49,8908.38,USD,normal,2025-07-30
d17fd2bd-b335-431c-9c4b-790e6e67b79a,Fox Ltd,Madagascar,8622,Q86,"Smith, Taylor and Huff",Dominican Republic,8622,Q86,28759.96,USD,normal,2025-01-10
d3b86667-fa9b-48a5-add3-3885e9180791,Gross-Hunt,Singapore,6201,J62,"Morton, Ford and Myers",Macedonia,0111,A01,16540.95,USD,normal,2025-03-17
5da1cc8a-f249-4d83-a0a8-b0437933bb47,Hickman Ltd,Jordan,6201,J62,"Bray, Schneider and Bolton",Belgium,8622,Q86,33857.22,USD,normal,2025-06-19
6a2624fb-14ca-4462-b474-5895f714feab,"Lee, Reyes and Taylor",Lao People's Democratic Republic,4920,H49,Gross-Hunt,Singapore,6201,J62,8364.99,USD,normal,2025-08-08
13221812-9d17-4658-a4b8-15fc83072084,Jones-Bell,Kazakhstan,3020,C30,"Foster, Porter and Vasquez",Angola,3020,C30,5447.32,USD,normal,2025-04-01
e4c52697-842f-402c-9f7f-75ff6dab161d,Lozano Ltd,Slovenia,8622,Q86,Barr-Anderson,Syria,6419,K64,33158.0,USD,high-risk-country,2025-03-31
2b8f5efa-d082-46cb-ad3b-e231fb918c0f,"Holloway, Carter and Sosa",Turkey,3511,D35,Martinez and Sons,Iran,6419,K64,2346.75,USD,normal,2025-07-30
66dd8c66-ace0-4e2c-b7fa-eff0ab0485d0,Curtis-Hunter,Costa Rica,6201,J62,Taylor Inc,Andorra,6201,J62,36175.77,USD,normal,2025-07-16
4e7639ce-9056-4090-83b5-3c08982063d2,"Scott, Maldonado and Morrow",Lithuania,3020,C30,Adams-Jones,Seychelles,0111,A01,47204.61,USD,normal,2025-06-06
3bbd1052-c419-4d0d-aa05-775b7b08f40d,Henry-Jones,Cote d'Ivoire,0111,A01,Henry-Jones,Tunisia,4711,G47,22459.13,USD,same-owner,2025-07-21
def207e1-e7f0-4da2-8658-1eab9d117763,"Griffith, Mitchell and Miller",Northern Mariana Islands,3511,D35,"Walker, Barnes and Reed",Reunion,8622,Q86,31148.62,USD,normal,2025-05-30
98446424-7791-4b4a-8c90-cac505068362,"Taylor, Saunders and Johnson",Malaysia,6419,K64,Lee-Campbell,French Guiana,6201,J62,16951.7,USD,normal,2025-08-03
59d8c8ca-b3db-4094-b17e-8f8a703a6d4b,Bradley-Baird,French Guiana,4711,G47,Hooper-Anderson,Belarus,6201,J62,43009.66,USD,normal,2025-04-16
2a4214df-0a58-4d78-9715-e9e1c43c9553,Lambert Inc,Guernsey,6201,J62,Ruiz and Sons,Estonia,3020,C30,28631.96,USD,normal,2025-06-04
7ca210f8-0122-41e9-ab74-976dd6ed7a42,"Diaz, Ortega and Roman",Cayman Islands,4920,H49,Sellers LLC,Malta,4711,G47,9604.52,USD,layering,2025-07-28
f575561e-a717-403c-8211-fe9f3ed99fc4,"Wright, Wood and Yu",Marshall Islands,8622,Q86,Walton-Smith,Comoros,0111,A01,27973.93,USD,normal,2025-01-12
7a848c17-3612-493d-aece-6f98006d9c1a,Hickman-Santos,Montserrat,8622,Q86,Obrien-Lee,Iceland,8622,Q86,20224.73,USD,normal,2025-06-10
2e1bd5b8-6745-44a2-bb69-160ca6ec7c4a,"Burns, Hamilton and Young",Belize,3511,D35,Faulkner Inc,Uzbekistan,0111,A01,862.57,USD,normal,2025-03-16
e8982565-428f-48ab-83ed-ae3d5206d27f,May Group,Iceland,8622,Q86,Lynch-Francis,Iraq,4711,G47,25680.7,USD,normal,2025-04-06
3dbaad44-b811-429f-a531-51eece75ef87,Norris-Myers,Sri Lanka,6419,K64,"Roberts, Stephens and Reyes",Ethiopia,4920,H49,9961.24,USD,normal,2025-07-03
4576990b-44e7-4c90-95df-215a2bc1adca,Johnson Group,Moldova,6201,J62,Nguyen-Brooks,Nicaragua,6201,J62,9618.05,USD,layering,2025-01-23
223681f7-aa05-465e-bcaf-37c952fab74b,"Roberts, Steele and Dougherty",Macao,4711,G47,Brown Group,Sao Tome and Principe,4711,G47,37250.6,USD,normal,2025-03-16
a31b6d3f-38e6-4188-bb4d-ded931cbfc14,"Smith, York and Hernandez",Georgia,6201,J62,Swanson PLC,Chad,6201,J62,30976.91,USD,normal,2025-01-19
c6f2a30c-b125-4018-b956-149652acc01f,Alexander-Johnson,Jordan,6201,J62,Sanchez and Sons,Cape Verde,3511,D35,22698.93,USD,normal,2025-04-17
49fe04a2-34ff-4044-adab-10085655e2ae,Hamilton-Scott,Sierra Leone,3020,C30,"Hinton, Brown and Gray",Canada,4920,H49,37320.83,USD,normal,2025-06-04
5367f5d4-24f3-4b89-9599-2f0471b0c0a4,Robinson Inc,Tokelau,0111,A01,Jordan Inc,Congo,6419,K64,24902.61,USD,normal,2025-01-24
2187fe8d-fbcc-4a8d-9c7a-7fd7b7f824ff,Anderson-Young,El Salvador,3020,C30,Lynch-Francis,Iraq,4711,G47,18601.55,USD,normal,2025-06-17
a7365f4a-ca72-4171-96a8-e96205a1401f,Harrison-Caldwell,Israel,4920,H49,Welch PLC,Iceland,3020,C30,9742.07,USD,layering,2025-06-26
336f0c9b-38d3-424a-857c-b366bd4229b0,Maldonado-Williams,Spain,0111,A01,Cox-Fleming,North Korea,3020,C30,20539.69,USD,high-risk-country,2025-07-22
6f360415-d56f-4212-a3b0-fb7040c92c7b,"Zamora, Butler and Parker",Falkland Islands (Malvinas),4711,G47,Williams-Alexander,Nicaragua,4920,H49,9791.52,USD,layering,2025-03-01
69b8dcd2-97ba-4d01-a2c6-aeffc8217aa9,Martin-Harvey,Jordan,4711,G47,"Barnes, Knight and Gibson",Cameroon,3511,D35,19238.31,USD,normal,2025-02-09
8a04a954-bc69-4c29-8f68-d993b5636f15,Harris Ltd,Djibouti,4920,H49,"Luna, Nelson and Brewer",Albania,6201,J62,3141.37,USD,normal,2025-02-24
766c0ce8-a5e3-40b4-b8db-32dcf8673068,Green Inc,Northern Mariana Islands,0111,A01,Green Inc,Australia,3020,C30,40206.19,USD,same-owner,2025-06-16
bb2bf229-aee4-43bb-a8e1-ed51ff800a74,Hernandez-Anderson,South Georgia and the South Sandwich Islands,6201,J62,"Leonard, Perez and Stevens",Vietnam,6419,K64,9117.53,USD,layering,2025-07-11
034569bb-8f36-4894-b468-ea6888c6e058,Cole-Calderon,Ecuador,3020,C30,"Martinez, Long and Hart",Cambodia,3511,D35,31271.59,USD,normal,2025-01-29
38e4af2a-3e4f-4d3d-9f0e-ce3c4a7d7146,"Carter, Wagner and Fletcher",Iraq,4920,H49,Simpson-Salinas,Samoa,3511,D35,7262.97,USD,normal,2025-07-06
9fec33f1-9274-4f3b-b187-119cab01d67b,Hunter PLC,Panama,3020,C30,Adams PLC,Zambia,4920,H49,28526.94,USD,normal,2025-04-18
522e785b-6733-47b1-be4c-4e1979395f7e,Walton-Smith,Comoros,0111,A01,"Anderson, Lee and Chavez",Netherlands Antilles,8622,Q86,38866.99,USD,normal,2025-02-10
8a91d792-1127-40ca-886f-8dec1c4adade,Fritz Group,Cayman Islands,6419,K64,Stevenson-Keith,Aruba,3511,D35,35777.32,USD,normal,2025-04-09
7c58586e-865e-4f30-b94b-2ae2bbdeadf1,Rodriguez PLC,Somalia,3020,C30,Moses Group,Bahrain,4711,G47,44897.07,USD,normal,2025-01-19
41e5a0b7-f704-4006-a956-080e613963e3,Ward and Sons,Taiwan,6201,J62,Ward and Sons,Philippines,6419,K64,39138.73,USD,same-owner,2025-07-10
a9bece16-be69-4a43-b7bf-765533b22dd7,Richardson-Davis,Mayotte,4920,H49,Richardson-Davis,Algeria,4920,H49,35009.94,USD,same-owner,2025-07-12
2cd467d7-0137-404d-963b-e4fe908a666c,Mcintyre-Williams,Australia,8622,Q86,"Foster, Porter and Vasquez",Syria,3020,C30,14607.76,USD,high-risk-country,2025-04-15
dc22c948-82d7-4dc7-916c-e04e9866dede,"Proctor, Stevens and Collier",Venezuela,3511,D35,"Proctor, Stevens and Collier",Poland,3511,D35,7071.66,USD,same-owner,2025-08-02
e4f0cc8b-3b41-45f7-87b2-a8127756f776,Cox-Smith,Jordan,6201,J62,Robinson LLC,Antigua and Barbuda,4920,H49,49783.34,USD,normal,2025-01-07
24622eae-25ef-4b1e-8d99-096b77442746,"Pacheco, Mejia and Thompson",Korea,3511,D35,Olson Ltd,Nicaragua,3020,C30,17716.88,USD,structuring,2025-03-03
eef430bc-c5be-4f65-99c8-f9c1c1671eea,Morris-Murphy,Cyprus,6201,J62,"Roberts, Stephens and Reyes",Ethiopia,4920,H49,34336.41,USD,normal,2025-05-08
2f4561fb-0d86-435a-8f9e-cedf8e51d99c,Gross-Hunt,Singapore,6201,J62,Andrade and Sons,Anguilla,6419,K64,47551.73,USD,normal,2025-03-08
60150bd7-2d08-4cbe-aab5-37c439af62d7,Mcintyre-Williams,Australia,8622,Q86,Golden and Sons,United Arab Emirates,3511,D35,14954.97,USD,normal,2025-06-04
8ca0b3a3-391e-48c5-9741-4d52155291f2,"Pacheco, Mejia and Thompson",Korea,3511,D35,Green-Brooks,Kazakhstan,0111,A01,42538.52,USD,normal,2025-01-04
8231381c-167f-4e7f-b826-ed10f1444e4b,Barnes-Walker,Russian Federation,6419,K64,Thomas-Russell,Venezuela,6201,J62,41128.88,USD,normal,2025-06-22
